title,price,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,seller_or_agent_name,time_on_jiji
"Furnished 3bdrm Bungalow in Matunda, Elgon View for sale",11000000,"Eldoret CBD, Elgon View",100,3,2,Furnished,Owner,1793421,False,True,active,/elgon-view/houses-apartments-for-sale/furnished-3bdrm-bungalow-in-matunda-elgon-view-for-sale-8kVA0I0LkbG8EQIZ70vJjNqy.html,,"Uasin Gishu, Eldoret CBD, Elgon View, 19 hours ago",,Fairly Used,2,Paul,6 y 1 m on Jiji
"2bdrm Bungalow in P.C.E.A Tumaini Athi, Juja for sale",1000000,"Kiambu, Juja",20,2,1,Unfurnished,Agent,1941175,False,True,active,/juja/houses-apartments-for-sale/2bdrm-bungalow-in-p-c-e-a-tumaini-athi-juja-for-sale-dJRvpRbcB2og3GVCtKyzHT7E.html,,"Kiambu, Juja, 19 hours ago",,Uncompleted Building,1,Charles Mureithi,6 y on Jiji
"3bdrm House in Bububu Dongo Kundu, Likoni for sale",8000600,"Mombasa, Likoni",60,3,3,Unfurnished,Agent,5358071,False,True,active,/likoni/houses-apartments-for-sale/3bdrm-house-in-bububu-dongo-kundu-likoni-for-sale-zyNrQeYoVDwLJRYJdWuX739F.html,,"Mombasa, Likoni, 19 hours ago",,Fairly Used,4,Abraham Said,1 y 9 m on Jiji
1bdrm Apartment in Allsops Mathare for sale,29000000,"Nairobi, Mathare North",195,1,1,Unfurnished,Agent,1950735,False,True,active,/mathare-north/houses-apartments-for-sale/1bdrm-apartment-in-allsops-mathare-for-sale-4418RVm6cGmGrE0fK5QSqYOt.html,,"Nairobi, Mathare North, 18 hours ago",,Fairly Used,,Joseph Jacob,6 y on Jiji
"Furnished 3bdrm Bungalow in Magumano, Kenyatta Road / Theta  for sale",7500000,"Juja, Kenyatta Road / Theta ",40,3,3,Furnished,Owner,6111539,False,True,active,/theta/houses-apartments-for-sale/furnished-3bdrm-bungalow-in-magumano-kenyatta-road-theta-for-sale-cLoiEw11YaRLNvkppQnaFlow.html,,"Kiambu, Juja, Kenyatta Road / Theta , 5 hours ago",,Newly-Built,3,Dorcas Mutangili,6 m on Jiji
4bdrm Bungalow in Obambo for sale,9500000,"Kisumu West, Obambo",75,4,3,Unfurnished,Owner,392606,False,True,active,/obambo/houses-apartments-for-sale/4bdrm-bungalow-in-obambo-for-sale-iFKYlRy044Z0xVG1EsoRynZ5.html,,"Kisumu, Kisumu West, Obambo, 18 hours ago",,Newly-Built,3,Michael Odhiambo,6 y 1 m on Jiji
"4bdrm Townhouse/Terrace in Kamiti Ridge, Kiambu CBD for sale",45000000,"Kiambu / Kiambu , Kiambu CBD",200,4,5,Unfurnished,,1896318,False,True,active,/kiambu-cbd/houses-apartments-for-sale/4bdrm-townhouse-terrace-in-kamiti-ridge-kiambu-cbd-for-sale-4aTXWp9Km5ALCn2yj24LXBbv.html,,"Kiambu, Kiambu / Kiambu , Kiambu CBD, 8 hours ago",,Fairly Used,,Tree Lane Properties,6 y 1 m on Jiji
"4bdrm Maisonette in Northern Lands, Ruiru for sale",14600000,"Kiambu, Ruiru",1500,4,4,Unfurnished,,419161,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-northern-lands-ruiru-for-sale-b4uuKHvPVPk2iKlJPa7fVhTj.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Omaira Realtors,6 y 1 m on Jiji
"5bdrm Mansion in Naka Estate, Nakuru for sale",36000000,"Bahati, Naka",1000,5,5,Unfurnished,,419161,False,True,active,/naka/houses-apartments-for-sale/5bdrm-mansion-in-naka-estate-nakuru-for-sale-s5iT7EFU5EgrYX2Zp1yA1yrt.html,,"Nakuru, Bahati / Nakuru, Naka, 5 hours ago",,Fairly Used,5,Omaira Realtors,6 y 1 m on Jiji
"3bdrm Bungalow in Ilula Estate, Eldoret CBD for sale",7800000,"Uasin Gishu, Eldoret CBD",300,3,3,Unfurnished,,1439859,False,True,active,/kimumu/houses-apartments-for-sale/3bdrm-bungalow-in-ilula-estate-eldoret-cbd-for-sale-2QSiu7sSXGQSZtagQDh86Cy6.html,,"Uasin Gishu, Eldoret CBD, 5 hours ago",,Newly-Built,3,Danwill investments,6 y 1 m on Jiji
3bdrm Apartment in On Tudor Creek for sale,9000000,"Mombasa, Tudor",250,3,3,Unfurnished,,1957019,False,True,active,/tudor/houses-apartments-for-sale/3bdrm-apartment-in-on-tudor-creek-for-sale-zIeuSzecly3phLx6pLzz0aCs.html,,"Mombasa, Tudor, 7 hours ago",,Fairly Used,3,Rashida Rashida,6 y on Jiji
5bdrm Townhouse/Terrace in Muthaiga for sale,120000000,"Nairobi, Muthaiga",250,5,4,Unfurnished,,4431715,False,True,active,/muthaiga/houses-apartments-for-sale/5bdrm-townhouse-terrace-in-muthaiga-for-sale-r7Tvcy9GDOBZvUYgywBqJt1i.html,,"Nairobi, Muthaiga, 7 hours ago",,Fairly Used,,Edlon Group,3 y on Jiji
5bdrm Maisonette in Kisii for sale,20000000,"Kisii, Kisii CBD",500,5,5,Unfurnished,,5747874,False,True,active,/kisii-central/houses-apartments-for-sale/5bdrm-maisonette-in-kisii-for-sale-CwMcVmNluVpPa7ssEwbKVts.html,,"Kisii, Kisii CBD, 7 hours ago",,Fairly Used,,Lexcliff Properties,1 y 1 m on Jiji
1bdrm Apartment in Westlands for sale,7800000,"Nairobi, Westlands",71,1,1,Unfurnished,,5547880,False,True,active,/westlands/houses-apartments-for-sale/1bdrm-apartment-in-westlands-for-sale-b0SLQsNh4WD2Ax6dh21J1qZT.html,,"Nairobi, Westlands, 7 hours ago",,Under construction,,Debra Joy,1 y 5 m on Jiji
4bdrm House in Kitengela for sale,12500000,"Kajiado, Kitengela",145,4,4,Unfurnished,Agent,1957917,False,True,active,/kitengela/houses-apartments-for-sale/4bdrm-house-in-kitengela-for-sale-keENhiChreDQu8b4k7umVyvb.html,,"Kajiado, Kitengela, 7 hours ago",,Newly-Built,4,Valentine Properties,6 y on Jiji
2bdrm Apartment in Ruaka for sale,6600000,"Kiambu, Ruaka",10,2,2,Unfurnished,Agent,2113611,False,True,active,/ruaka-banana/houses-apartments-for-sale/2bdrm-apartment-in-ruaka-for-sale-iersLQ44iKCwMcOoSBAdabK8.html,,"Kiambu, Ruaka, 7 hours ago",,Fairly Used,3,primeplushproperties,5 y 8 m on Jiji
3bdrm Apartment in Kileleshwa for sale,23000000,"Nairobi, Kileleshwa",148,3,4,Unfurnished,Developer,5321282,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-8q9SICuYsOop5Itryym60C2S.html,,"Nairobi, Kileleshwa, 7 hours ago",,Newly-Built,4,Zulani Agencies,1 y 9 m on Jiji
"5bdrm Maisonette in Maasai Lodge, Ongata Rongai for sale",37500000,"Kajiado, Ongata Rongai",10,5,5,Unfurnished,Agent,2113611,False,True,active,/ongata-rongai/houses-apartments-for-sale/5bdrm-maisonette-in-maasai-lodge-ongata-rongai-for-sale-tXfycyZsgneopmvjFjRtK2BI.html,,"Kajiado, Ongata Rongai, 7 hours ago",,Fairly Used,5,primeplushproperties,5 y 8 m on Jiji
4bdrm Maisonette in Ndumberi for sale,18500000,"Kiambu / Kiambu , Ndumberi",215,4,4,Unfurnished,Agent,4431715,False,True,active,/ndumberi/houses-apartments-for-sale/4bdrm-maisonette-in-ndumberi-for-sale-yq2o9yCquVsRJqPVEyddNVMt.html,,"Kiambu, Kiambu / Kiambu , Ndumberi, 7 hours ago",,Fairly Used,,Edlon Group,3 y on Jiji
"2bdrm Apartment in Mtopanga, Kisauni for sale",3800000,"Mombasa, Kisauni",645,2,3,Unfurnished,,5321282,False,True,active,/kisauni/houses-apartments-for-sale/2bdrm-apartment-in-mtopanga-kisauni-for-sale-uEiJwEODeSohYJs5dbaYzDGS.html,,"Mombasa, Kisauni, 7 hours ago",,Newly-Built,3,Zulani Agencies,1 y 9 m on Jiji
3bdrm House in Ruiru for sale,7500000,"Kiambu, Ruiru",2700,3,3,Unfurnished,,1321245,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-house-in-ruiru-for-sale-wQUJxz6CFeJoQ9cLCzZqRnSR.html,,"Kiambu, Ruiru, 7 hours ago",,Newly-Built,3,Ephantus,6 y 1 m on Jiji
3bdrm Apartment in Lavington for sale,19500000,"Nairobi, Lavington",180,3,3,Unfurnished,,2547906,False,True,active,/lavington/houses-apartments-for-sale/3bdrm-apartment-in-lavington-for-sale-5olMJhiQnrhhXPDpwMbtm26t.html,,"Nairobi, Lavington, 7 hours ago",,Newly-Built,4,Walcott Realtors,5 y on Jiji
"3bdrm Bungalow in Southlands, Lang'Ata for sale",15000000,"Langata, Southlands Estate",1140,3,2,Unfurnished,,5637264,False,True,active,/southlands-estate/houses-apartments-for-sale/3bdrm-bungalow-in-southlands-langata-for-sale-ULkYhCkxn0sSXMX7QA0y6C7.html,,"Nairobi, Langata, Southlands Estate, 7 hours ago",,Renovated,2,Orion Valuers,1 y 3 m on Jiji
3bdrm Bungalow in Nkoroi for sale,6500000,"Ongata Rongai, Nkoroi",160,3,3,Unfurnished,Agent,1378546,False,True,active,/nkoroi/houses-apartments-for-sale/3bdrm-bungalow-in-nkoroi-for-sale-ySa7RlnrlOx4IiwIyQAvNdWr.html,,"Kajiado, Ongata Rongai, Nkoroi, 7 hours ago",,Renovated,3,Properties With Muthoni,6 y 1 m on Jiji
"Furnished 4bdrm Bungalow in Inka Homes, HellsGate for Sale",52000000,"Naivasha, HellsGate",4047,4,4,Furnished,,1730445,False,True,active,/hellsgate/houses-apartments-for-sale/furnished-4bdrm-bungalow-in-inka-homes-hellsgate-for-sale-zxHzpF1pxrWNYHSGgBMRFx4g.html,,"Nakuru, Naivasha, HellsGate, 7 hours ago",,Newly-Built,,Busam Group,6 y 1 m on Jiji
5bdrm House in Runda Water for sale,135000000,"Nairobi, Runda",185,5,5,Unfurnished,Agent,1957917,False,True,active,/karura/houses-apartments-for-sale/5bdrm-house-in-runda-water-for-sale-hjTKRk3U5zCbQxEz6i6DwsCA.html,,"Nairobi, Runda, 7 hours ago",,Fairly Used,6,Valentine Properties,6 y on Jiji
"Mini Flat in Rehmat Apartments, Parklands/Highridge for sale",9500000,"Nairobi, Parklands/Highridge",90,2,1,Unfurnished,,1385587,False,True,active,/parklands-highridge/houses-apartments-for-sale/mini-flat-in-rehmat-apartments-parklands-highridge-for-sale-AZnvV3QQfV1aZUFqt00zNQv.html,,"Nairobi, Parklands/Highridge, 7 hours ago",,Fairly Used,,Century Twenty-Nine Int. Ltd,6 y 1 m on Jiji
3bdrm Apartment in Mountain View for Sale,10450000,"Nairobi, Mountain View",,3,2,Unfurnished,,2717057,False,True,active,/mountain-view/houses-apartments-for-sale/3bdrm-apartment-in-mountain-view-for-sale-CvESOinCuHbEzc00OBWKYVI1.html,,"Nairobi, Mountain View, 7 hours ago",,Newly-Built,,Rex Real Estate,4 y 10 m on Jiji
"4bdrm Maisonette in Mijan Manor, Kimbo for sale",15500000,"Ruiru, Kimbo",165,4,4,Unfurnished,,4431715,False,True,active,/kimbo/houses-apartments-for-sale/4bdrm-maisonette-in-mijan-manor-kimbo-for-sale-tUMuHPJS9k0uCU3EzG09SZZU.html,,"Kiambu, Ruiru, Kimbo, 7 hours ago",,Off-Plan,,Edlon Group,3 y on Jiji
"4bdrm Villa in Diani Beach 2Nd Row, Ukunda for sale",48000000,"Kwale, Ukunda",500,4,4,Unfurnished,,5247371,False,True,active,/ukunda/houses-apartments-for-sale/4bdrm-villa-in-diani-beach-2nd-row-ukunda-for-sale-v8A5EEQ9rKRRXQ4L3APD7dBy.html,,"Kwale, Ukunda, 7 hours ago",,Newly-Built,4,Illa Estate,1 y 11 m on Jiji
4bdrm Bungalow in Ruai for sale,11000000,"Nairobi, Ruai",100,4,2,Unfurnished,,1367312,False,True,active,/ruai/houses-apartments-for-sale/4bdrm-bungalow-in-ruai-for-sale-83OwsjabDfaWVygJt0teJbxi.html,,"Nairobi, Ruai, 7 hours ago",,Fairly Used,,Alfred Kilukei,6 y 1 m on Jiji
1bdrm Apartment in Mwiki for sale,28000000,"Nairobi, Mwiki",11,1,1,Unfurnished,Agent,4431715,False,True,active,/mwiki/houses-apartments-for-sale/1bdrm-apartment-in-mwiki-for-sale-u4VAINrNqNSVTqYQA2Cn1YEz.html,,"Nairobi, Mwiki, 7 hours ago",,Fairly Used,1,Edlon Group,3 y on Jiji
5bdrm Mansion in Muthangari for sale,110000000,"Lavington, Muthangari",600,5,6,Semi-Furnished,Agent,5321282,False,True,active,/muthangari/houses-apartments-for-sale/5bdrm-mansion-in-muthangari-for-sale-m6pOncZsoKb0NyIHiGp0ellG.html,,"Nairobi, Lavington, Muthangari, 7 hours ago",,Newly-Built,6,Zulani Agencies,1 y 9 m on Jiji
"3bdrm Apartment in City Park Estate, Parklands/Highridge for sale",12500000,"Nairobi, Parklands/Highridge",200,3,2,Semi-Furnished,Agent,1385587,False,True,active,/parklands-highridge/houses-apartments-for-sale/3bdrm-apartment-in-city-park-estate-parklands-highridge-for-sale-p726lwzulrHHlizB6GwMV0es.html,,"Nairobi, Parklands/Highridge, 7 hours ago",,Fairly Used,2,Century Twenty-Nine Int. Ltd,6 y 1 m on Jiji
3bdrm Apartment in Thindigua for sale,13000000,"Kiambu / Kiambu , Thindigua/Kasarini",118,3,3,Unfurnished,,1896318,False,True,active,/thindigua-kasarini/houses-apartments-for-sale/3bdrm-apartment-in-thindigua-for-sale-oMhZCma5FYGQo580GY32Q4ZO.html,,"Kiambu, Kiambu / Kiambu , Thindigua/Kasarini, 7 hours ago",,Newly-Built,3,Tree Lane Properties,6 y 1 m on Jiji
"2bdrm Apartment in Ruaka, Limuru CBD for Sale",6500000,"Limuru, Limuru CBD",108,2,2,Unfurnished,,2717057,False,True,active,/limuru-central/houses-apartments-for-sale/2bdrm-apartment-in-ruaka-limuru-cbd-for-sale-1h88SWBy9ys8QbbsZ5PQn5Z2.html,,"Kiambu, Limuru, Limuru CBD, 7 hours ago",,Newly-Built,,Rex Real Estate,4 y 10 m on Jiji
2bdrm Apartment in Hurlingham for Sale,9500000,"Kilimani, Hurlingham",,2,2,Unfurnished,,2717057,False,True,active,/hurlingham/houses-apartments-for-sale/2bdrm-apartment-in-hurlingham-for-sale-VzHA3OHLrdsZc8eHyUvcjxo.html,,"Nairobi, Kilimani, Hurlingham, 7 hours ago",,Newly-Built,,Rex Real Estate,4 y 10 m on Jiji
4bdrm Apartment in Valley Arcade for sale,30000000,"Lavington, Valley Arcade",200,4,4,Unfurnished,Agent,4431715,False,True,active,/valley-arcade/houses-apartments-for-sale/4bdrm-apartment-in-valley-arcade-for-sale-3i80dt91m1kk9qKdvZRybLeI.html,,"Nairobi, Lavington, Valley Arcade, 7 hours ago",,Fairly Used,4,Edlon Group,3 y on Jiji
"4bdrm Townhouse/Terrace in Kigwa Estate, Thindigua/Kasarini for sale",35000000,"Kiambu / Kiambu , Thindigua/Kasarini",200,4,4,Unfurnished,,4431715,False,True,active,/thindigua-kasarini/houses-apartments-for-sale/4bdrm-townhouse-terrace-in-kigwa-estate-thindigua-kasarini-for-sale-coQVuqPTqlgcOutAt0eoCfVV.html,,"Kiambu, Kiambu / Kiambu , Thindigua/Kasarini, 7 hours ago",,Fairly Used,,Edlon Group,3 y on Jiji
3bdrm Apartment in Nyali for sale,31000000,"Mombasa, Nyali",3600,3,3,Unfurnished,Developer,5321282,False,True,active,/nyali/houses-apartments-for-sale/3bdrm-apartment-in-nyali-for-sale-3KyxNdSlm5fC1wI7GGJUGjEr.html,,"Mombasa, Nyali, 7 hours ago",,Newly-Built,4,Zulani Agencies,1 y 9 m on Jiji
4bdrm House in Ruiru for sale,28000000,"Kiambu, Ruiru",10,4,4,Unfurnished,Agent,2113611,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-house-in-ruiru-for-sale-9X7bIEjsK6Nu6pp86ZWF4h5K.html,,"Kiambu, Ruiru, 7 hours ago",,Fairly Used,4,primeplushproperties,5 y 8 m on Jiji
7bdrm House in Ridgeways for sale,45000000,"Nairobi, Ridgeways",10,7,7,Unfurnished,Agent,2113611,False,True,active,/ridgeways/houses-apartments-for-sale/7bdrm-house-in-ridgeways-for-sale-CrhidMvBeUBcOTPL469PX7OQ.html,,"Nairobi, Ridgeways, 7 hours ago",,Fairly Used,7,primeplushproperties,5 y 8 m on Jiji
5bdrm Villa in Karen for sale,160000000,"Nairobi, Karen",500,5,5,Unfurnished,Agent,2113611,False,True,active,/karen/houses-apartments-for-sale/5bdrm-villa-in-karen-for-sale-A67AGkYfSjx9WJA0Ah8Ghn1p.html,,"Nairobi, Karen, 8 hours ago",,Under construction,6,primeplushproperties,5 y 8 m on Jiji
4bdrm House in Teachers for sale,10000000,"Nakuru Town East, Teachers Estate",5000,4,3,Unfurnished,,2208843,False,True,active,/teachers-estate/houses-apartments-for-sale/4bdrm-house-in-teachers-for-sale-aqMkt1SJdynu1s3rktYqAzlt.html,,"Nakuru, Nakuru Town East, Teachers Estate, 8 hours ago",,Old,3,PJ Properties Ltd,5 y 6 m on Jiji
3bdrm Apartment in Kileleshwa for sale,23000000,"Nairobi, Kileleshwa",180,3,3,Unfurnished,,4431715,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-oOuYd9MqQ7vTQD4ASvZ7QdWB.html,,"Nairobi, Kileleshwa, 8 hours ago",,Fairly Used,3,Edlon Group,3 y on Jiji
4bdrm Bungalow in Kisii for sale,6800000,Kisii,17,4,4,Unfurnished,,5747874,False,True,active,/kisii/houses-apartments-for-sale/4bdrm-bungalow-in-kisii-for-sale-10Zza6pQ1iTDdJ4W1LqxJdwJ.html,,"Kisii, 8 hours ago",,Under construction,,Lexcliff Properties,1 y 1 m on Jiji
4bdrm House in Ridgeways for sale,55000000,"Nairobi, Ridgeways",474,4,6,Unfurnished,,5637264,False,True,active,/ridgeways/houses-apartments-for-sale/4bdrm-house-in-ridgeways-for-sale-u1p87Dnz2Rfuv0kBWeCJLHsd.html,,"Nairobi, Ridgeways, 8 hours ago",,Newly-Built,5,Orion Valuers,1 y 3 m on Jiji
"5bdrm Maisonette in Matangi, Ruiru for sale",9000000,"Kiambu, Ruiru",450,5,4,Unfurnished,,1321245,False,True,active,/ruiru/houses-apartments-for-sale/5bdrm-maisonette-in-matangi-ruiru-for-sale-iU0XwYsFJrSFfu4iYqDLZwNL.html,,"Kiambu, Ruiru, 8 hours ago",,Fairly Used,4,Ephantus,6 y 1 m on Jiji
3bdrm Apartment in Thindigua for sale,13500000,"Kiambu / Kiambu , Thindigua/Kasarini",159,3,3,Unfurnished,,1896318,False,True,active,/thindigua-kasarini/houses-apartments-for-sale/3bdrm-apartment-in-thindigua-for-sale-xFz2t1V5I9P93nkncrjyDuqa.html,,"Kiambu, Kiambu / Kiambu , Thindigua/Kasarini, 8 hours ago",,Newly-Built,,Tree Lane Properties,6 y 1 m on Jiji
"4bdrm Villa in Ole-Odume Road, Hurlingham for sale",33000000,"Kilimani, Hurlingham",265,4,4,Unfurnished,Agent,2717057,False,True,active,/hurlingham/houses-apartments-for-sale/4bdrm-villa-in-ole-odume-road-hurlingham-for-sale-dhqICbn2G9bUNvYI7lIPe5XX.html,,"Nairobi, Kilimani, Hurlingham, 8 hours ago",,Fairly Used,5,Rex Real Estate,4 y 10 m on Jiji
4bdrm Maisonette in South C for Sale,22500000,"Nairobi, South C",,4,4,Semi-Furnished,,2717057,False,True,active,/south-c/houses-apartments-for-sale/4bdrm-maisonette-in-south-c-for-sale-97jC4oVH6dfXg7cXyIGz0EAL.html,,"Nairobi, South C, 8 hours ago",,Newly-Built,,Rex Real Estate,4 y 10 m on Jiji
"3bdrm Apartment in Mijan Court, Kimbo for sale",7000000,"Ruiru, Kimbo",120,3,3,Unfurnished,,4431715,False,True,active,/kimbo/houses-apartments-for-sale/3bdrm-apartment-in-mijan-court-kimbo-for-sale-kOM6utulHTMiscLSdW0nwMVP.html,,"Kiambu, Ruiru, Kimbo, 8 hours ago",,Newly-Built,3,Edlon Group,3 y on Jiji
"Furnished 3bdrm Villa in Neptune, Diani for sale",30300000,"Kwale, Diani",2000,3,2,Furnished,Agent,5247371,False,True,active,/diani/houses-apartments-for-sale/furnished-3bdrm-villa-in-neptune-diani-for-sale-ut90suFRiXd9SFmV3BudROH1.html,,"Kwale, Diani, 8 hours ago",,Renovated,2,Illa Estate,1 y 11 m on Jiji
"4bdrm Maisonette in Green View Villas, Ridgeways for sale",30000000,"Nairobi, Ridgeways",270,4,5,Unfurnished,,5637264,False,True,active,/ridgeways/houses-apartments-for-sale/4bdrm-maisonette-in-green-view-villas-ridgeways-for-sale-dA65TSt8y8nkZ5EcjutJMOZg.html,,"Nairobi, Ridgeways, 8 hours ago",,Newly-Built,5,Orion Valuers,1 y 3 m on Jiji
Studio Apartment in Riverside Drive for sale,4700000,"Lavington, Riverside Drive",36,1,1,Unfurnished,Agent,5547880,False,True,active,/riverside-drive/houses-apartments-for-sale/studio-apartment-in-riverside-drive-for-sale-BYgbp7muE7AU3ZRCySPp8FgS.html,,"Nairobi, Lavington, Riverside Drive, 8 hours ago",,Old,,Debra Joy,1 y 5 m on Jiji
2bdrm Apartment in Kamakis for sale,280000000,"Ruiru, Kamakis",50,2,2,Unfurnished,,5637264,False,True,active,/kamakis/houses-apartments-for-sale/2bdrm-apartment-in-kamakis-for-sale-l1SIWPHMcHLuuyYRNptThMcS.html,,"Kiambu, Ruiru, Kamakis, 8 hours ago",,Fairly Used,,Orion Valuers,1 y 3 m on Jiji
6bdrm House in Karen for sale,130000000,"Nairobi, Karen",155,6,6,Unfurnished,Agent,1957917,False,True,active,/karen/houses-apartments-for-sale/6bdrm-house-in-karen-for-sale-sKtYKV2prHbT99PnAG6bM1cz.html,,"Nairobi, Karen, 8 hours ago",,Newly-Built,6,Valentine Properties,6 y on Jiji
"2bdrm Apartment in Five Star Gardens, Gateway Mall Area for sale",5500000,"Syokimau, Gateway Mall Area",100,2,2,Unfurnished,,2717057,False,True,active,/gateway-mall-area/houses-apartments-for-sale/2bdrm-apartment-in-five-star-gardens-gateway-mall-area-for-sale-cQ2tNrUlidEF7bKtrx5meRXJ.html,,"Machakos, Syokimau, Gateway Mall Area, 8 hours ago",,Fairly Used,,Rex Real Estate,4 y 10 m on Jiji
"4bdrm Maisonette in Mugutha, Ruiru for sale",17500000,"Kiambu, Ruiru",250,4,4,Unfurnished,Agent,1957917,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-mugutha-ruiru-for-sale-8CuRKQTv33LzV23Xttl2KBzI.html,,"Kiambu, Ruiru, 8 hours ago",,Newly-Built,4,Valentine Properties,6 y on Jiji
3bdrm Bungalow in Kimbo for sale,11800000,"Ruiru, Kimbo",160,3,3,Unfurnished,,4431715,False,True,active,/kimbo/houses-apartments-for-sale/3bdrm-bungalow-in-kimbo-for-sale-jGDDSPyeEVB6a7oQhCKEbe0d.html,,"Kiambu, Ruiru, Kimbo, 8 hours ago",,Newly-Built,,Edlon Group,3 y on Jiji
Furnished 1bdrm Apartment in Juja for sale,2400000,"Kiambu, Juja",27,1,1,Furnished,Developer,5547880,False,True,active,/juja/houses-apartments-for-sale/furnished-1bdrm-apartment-in-juja-for-sale-m8ju3tQscxDwxj1Z7tLQu6EC.html,,"Kiambu, Juja, 8 hours ago",,Newly-Built,,Debra Joy,1 y 5 m on Jiji
"3bdrm Maisonette in Redhill, Ruaka for sale",40000000,"Kiambu, Ruaka",200,3,3,Unfurnished,Agent,4431715,False,True,active,/ruaka-banana/houses-apartments-for-sale/3bdrm-maisonette-in-redhill-ruaka-for-sale-6oJPyxZcotCUwATZucuLgkI2.html,,"Kiambu, Ruaka, 8 hours ago",,Fairly Used,3,Edlon Group,3 y on Jiji
3bdrm Bungalow in Bamburi Utange for sale,9000000,"Mombasa, Bamburi",2000,3,3,Unfurnished,,1492683,False,True,active,/bamburi/houses-apartments-for-sale/3bdrm-bungalow-in-bamburi-utange-for-sale-cr4EoNe1zxu0jWjzlFZj7ly1.html,,"Mombasa, Bamburi, 8 hours ago",,Fairly Used,3,Patoh,6 y 1 m on Jiji
4bdrm Mansion in Matasia for sale,16000000,"Ngong, Matasia",280,4,4,Unfurnished,,1378546,False,True,active,/matasia/houses-apartments-for-sale/4bdrm-mansion-in-matasia-for-sale-dopXasUV61y3pmOepjgUTkIW.html,,"Kajiado, Ngong, Matasia, 8 hours ago",,Old,4,Properties With Muthoni,6 y 1 m on Jiji
4bdrm Apartment in Tudor Creek for Sale,14000000,"Mombasa, Tudor",,4,4,Unfurnished,,1957019,False,True,active,/tudor/houses-apartments-for-sale/4bdrm-apartment-in-tudor-creek-for-sale-pUFxesrCKXAA74HHkVI8KZRt.html,,"Mombasa, Tudor, 8 hours ago",,,,Rashida Rashida,6 y on Jiji
"2bdrm Apartment in Riverside, Westlands for sale",7000000,"Nairobi, Westlands",180,2,2,Unfurnished,Agent,1957917,False,True,active,/westlands/houses-apartments-for-sale/2bdrm-apartment-in-riverside-westlands-for-sale-a7kV1YSUA62RA11xFqU1k3Mv.html,,"Nairobi, Westlands, 8 hours ago",,Newly-Built,1,Valentine Properties,6 y on Jiji
4bdrm Maisonette in Vipingo Beach for sale,85000000,"Kilifi South, Vipingo",700,4,5,Unfurnished,,1957019,False,True,active,/vipingo/houses-apartments-for-sale/4bdrm-maisonette-in-vipingo-beach-for-sale-6EP7hyqe7SEhLpCiyBVekK4p.html,,"Kilifi, Kilifi South, Vipingo, 8 hours ago",,Fairly Used,5,Rashida Rashida,6 y on Jiji
"2bdrm Block of Flats in Ngong, Ongata Rongai for sale",65000000,"Kajiado, Ongata Rongai",250,2,1,Unfurnished,Agent,1957917,False,True,active,/ongata-rongai/houses-apartments-for-sale/2bdrm-block-of-flats-in-ngong-ongata-rongai-for-sale-rc7UhP2mCJTc0xdeQxapJVqM.html,,"Kajiado, Ongata Rongai, 8 hours ago",,Fairly Used,1,Valentine Properties,6 y on Jiji
